[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.11.5 (main, Jan 27 2025, 07:08:36) [MSC v.1942 64 bit (AMD64)]'
[kbplacer_plugin_action.py:67]: KiCad version: 9.0.2 with 4.2.2 msw (phoenix) wxWidgets 3.2.6
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "C:\\Users\\Owen\\Documents\\Projects\\Hack Club\\100% Keyboard\\100% Keyboard\\keyboard-layout.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "SW{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Default", "position": {"x": 5.08, "y": 3.03, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": true, "outline_delta": 10.0}
[key_placer.py:362]: Set key 1U distance: 19050000/19050000
[key_placer.py:124]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'GND', 'Net-(U1-~{RESET})'}): ['SWRST1'], frozenset({'C10', 'R5'}): ['SW87'], frozenset({'R5', 'C9'}): ['SW86'], frozenset({'R5', 'C8'}): ['SW85'], frozenset({'C7', 'R5'}): ['SW84'], frozenset({'C6', 'R5'}): ['SW83'], frozenset({'R5', 'C5'}): ['SW82'], frozenset({'C4', 'R5'}): ['SW81'], frozenset({'C3', 'R5'}): ['SW80'], frozenset({'C2', 'R5'}): ['SW79'], frozenset({'C1', 'R5'}): ['SW78'], frozenset({'C0', 'R5'}): ['SW77'], frozenset({'R4', 'C12'}): ['SW76'], frozenset({'C11', 'R4'}): ['SW75'], frozenset({'C10', 'R4'}): ['SW74'], frozenset({'R4', 'C9'}): ['SW73'], frozenset({'R4', 'C8'}): ['SW72'], frozenset({'C7', 'R4'}): ['SW71'], frozenset({'R4', 'C6'}): ['SW70'], frozenset({'R4', 'C5'}): ['SW69'], frozenset({'R4', 'C4'}): ['SW68'], frozenset({'C3', 'R4'}): ['SW67'], frozenset({'R4', 'C2'}): ['SW66'], frozenset({'C1', 'R4'}): ['SW65'], frozenset({'C0', 'R4'}): ['SW64'], frozenset({'R3', 'C12'}): ['SW63'], frozenset({'C11', 'R3'}): ['SW62'], frozenset({'R3', 'C10'}): ['SW61'], frozenset({'R3', 'C9'}): ['SW60'], frozenset({'R3', 'C8'}): ['SW59'], frozenset({'C7', 'R3'}): ['SW58'], frozenset({'R3', 'C6'}): ['SW57'], frozenset({'R3', 'C5'}): ['SW56'], frozenset({'R3', 'C4'}): ['SW55'], frozenset({'C3', 'R3'}): ['SW54'], frozenset({'R3', 'C2'}): ['SW53'], frozenset({'C1', 'R3'}): ['SW52'], frozenset({'R3', 'C0'}): ['SW51'], frozenset({'C16', 'R2'}): ['SW50'], frozenset({'C15', 'R2'}): ['SW49'], frozenset({'C14', 'R2'}): ['SW48'], frozenset({'C13', 'R2'}): ['SW47'], frozenset({'C12', 'R2'}): ['SW46'], frozenset({'C11', 'R2'}): ['SW45'], frozenset({'C10', 'R2'}): ['SW44'], frozenset({'C9', 'R2'}): ['SW43'], frozenset({'C8', 'R2'}): ['SW42'], frozenset({'C7', 'R2'}): ['SW41'], frozenset({'C6', 'R2'}): ['SW40'], frozenset({'C5', 'R2'}): ['SW39'], frozenset({'C4', 'R2'}): ['SW38'], frozenset({'C3', 'R2'}): ['SW37'], frozenset({'C2', 'R2'}): ['SW36'], frozenset({'C1', 'R2'}): ['SW35'], frozenset({'C0', 'R2'}): ['SW34'], frozenset({'R1', 'C16'}): ['SW33'], frozenset({'R1', 'C15'}): ['SW32'], frozenset({'R1', 'C14'}): ['SW31'], frozenset({'C13', 'R1'}): ['SW30'], frozenset({'R1', 'C12'}): ['SW29'], frozenset({'C11', 'R1'}): ['SW28'], frozenset({'C10', 'R1'}): ['SW27'], frozenset({'R1', 'C9'}): ['SW26'], frozenset({'R1', 'C8'}): ['SW25'], frozenset({'C7', 'R1'}): ['SW24'], frozenset({'R1', 'C6'}): ['SW23'], frozenset({'R1', 'C5'}): ['SW22'], frozenset({'R1', 'C4'}): ['SW21'], frozenset({'C3', 'R1'}): ['SW20'], frozenset({'R1', 'C2'}): ['SW19'], frozenset({'C1', 'R1'}): ['SW18'], frozenset({'C0', 'R1'}): ['SW17'], frozenset({'C15', 'R0'}): ['SW16'], frozenset({'R0', 'C14'}): ['SW15'], frozenset({'C13', 'R0'}): ['SW14'], frozenset({'C12', 'R0'}): ['SW13'], frozenset({'C11', 'R0'}): ['SW12'], frozenset({'C10', 'R0'}): ['SW11'], frozenset({'R0', 'C9'}): ['SW10'], frozenset({'R0', 'C8'}): ['SW9'], frozenset({'C7', 'R0'}): ['SW8'], frozenset({'C6', 'R0'}): ['SW7'], frozenset({'R0', 'C5'}): ['SW6'], frozenset({'C4', 'R0'}): ['SW5'], frozenset({'C3', 'R0'}): ['SW4'], frozenset({'C2', 'R0'}): ['SW3'], frozenset({'C1', 'R0'}): ['SW2'], frozenset({'C0', 'R0'}): ['SW1']})
[key_placer.py:128]: Diodes by switch: {'SW87': ['D87'], 'SW86': ['D86'], 'SW85': ['D85'], 'SW84': ['D84'], 'SW83': ['D83'], 'SW82': ['D82'], 'SW81': ['D81'], 'SW80': ['D80'], 'SW79': ['D79'], 'SW78': ['D78'], 'SW77': ['D77'], 'SW76': ['D76'], 'SW75': ['D75'], 'SW74': ['D74'], 'SW73': ['D73'], 'SW72': ['D72'], 'SW71': ['D71'], 'SW70': ['D70'], 'SW69': ['D69'], 'SW68': ['D68'], 'SW67': ['D67'], 'SW66': ['D66'], 'SW65': ['D65'], 'SW64': ['D64'], 'SW63': ['D63'], 'SW62': ['D62'], 'SW61': ['D61'], 'SW60': ['D60'], 'SW59': ['D59'], 'SW58': ['D58'], 'SW57': ['D57'], 'SW56': ['D56'], 'SW55': ['D55'], 'SW54': ['D54'], 'SW53': ['D53'], 'SW52': ['D52'], 'SW51': ['D51'], 'SW50': ['D50'], 'SW49': ['D49'], 'SW48': ['D48'], 'SW47': ['D47'], 'SW46': ['D46'], 'SW45': ['D45'], 'SW44': ['D44'], 'SW43': ['D43'], 'SW42': ['D42'], 'SW41': ['D41'], 'SW40': ['D40'], 'SW39': ['D39'], 'SW38': ['D38'], 'SW37': ['D37'], 'SW36': ['D36'], 'SW35': ['D35'], 'SW34': ['D34'], 'SW33': ['D33'], 'SW32': ['D32'], 'SW31': ['D31'], 'SW30': ['D30'], 'SW29': ['D29'], 'SW28': ['D28'], 'SW27': ['D27'], 'SW26': ['D26'], 'SW25': ['D25'], 'SW24': ['D24'], 'SW23': ['D23'], 'SW22': ['D22'], 'SW21': ['D21'], 'SW20': ['D20'], 'SW19': ['D19'], 'SW18': ['D18'], 'SW17': ['D17'], 'SW16': ['D16'], 'SW15': ['D15'], 'SW14': ['D14'], 'SW13': ['D13'], 'SW12': ['D12'], 'SW11': ['D11'], 'SW10': ['D10'], 'SW9': ['D9'], 'SW8': ['D8'], 'SW7': ['D7'], 'SW6': ['D6'], 'SW5': ['D5'], 'SW4': ['D4'], 'SW3': ['D3'], 'SW2': ['D2'], 'SW1': ['D1']}
[kle_serial.py:897]: User layout: [['Esc', {'x': 1}, 'F1', 'F2', 'F3', 'F4', {'x': 0.5}, 'F5', 'F6', 'F7', 'F8', {'x': 0.5}, 'F9', 'F10', 'F11', 'F12', {'x': 0.25}, 'PrtSc', 'Scroll Lock', 'Pause\nBreak'], [{'y': 0.5}, '~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace', {'x': 0.25}, 'Insert', 'Home', 'PgUp'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\', {'x': 0.25}, 'Delete', 'End', 'PgDn'], [{'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'w': 2.25}, 'Enter'], [{'w': 2.25}, 'Shift', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 2.75}, 'Shift', {'x': 1.25}, '↑'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4, 'w': 1.25}, 'Alt', {'w': 1.25}, 'Win', {'w': 1.25}, 'Menu', {'w': 1.25}, 'Ctrl', {'x': 0.25}, '←', '↓', '→']]
[key_placer.py:662]: Layout offset: (28575000, 28575000)
[board_modifier.py:85]: Setting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting SW2 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting SW3 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting SW4 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting SW5 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting SW6 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting SW7 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting SW8 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting SW9 footprint position: (219075000, 38100000)
[board_modifier.py:85]: Setting SW10 footprint position: (247650000, 38100000)
[board_modifier.py:85]: Setting SW11 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting SW12 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting SW13 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting SW14 footprint position: (328612500, 38100000)
[board_modifier.py:85]: Setting SW15 footprint position: (347662500, 38100000)
[board_modifier.py:85]: Setting SW16 footprint position: (366712500, 38100000)
[board_modifier.py:85]: Setting SW17 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting SW18 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting SW19 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting SW20 footprint position: (95250000, 66675000)
[board_modifier.py:85]: Setting SW21 footprint position: (114300000, 66675000)
[board_modifier.py:85]: Setting SW22 footprint position: (133350000, 66675000)
[board_modifier.py:85]: Setting SW23 footprint position: (152400000, 66675000)
[board_modifier.py:85]: Setting SW24 footprint position: (171450000, 66675000)
[board_modifier.py:85]: Setting SW25 footprint position: (190500000, 66675000)
[board_modifier.py:85]: Setting SW26 footprint position: (209550000, 66675000)
[board_modifier.py:85]: Setting SW27 footprint position: (228600000, 66675000)
[board_modifier.py:85]: Setting SW28 footprint position: (247650000, 66675000)
[board_modifier.py:85]: Setting SW29 footprint position: (266700000, 66675000)
[board_modifier.py:85]: Setting SW30 footprint position: (295275000, 66675000)
[board_modifier.py:85]: Setting SW31 footprint position: (328612500, 66675000)
[board_modifier.py:85]: Setting SW32 footprint position: (347662500, 66675000)
[board_modifier.py:85]: Setting SW33 footprint position: (366712500, 66675000)
[board_modifier.py:85]: Setting SW34 footprint position: (42862500, 85725000)
[board_modifier.py:85]: Setting SW35 footprint position: (66675000, 85725000)
[board_modifier.py:85]: Setting SW36 footprint position: (85725000, 85725000)
[board_modifier.py:85]: Setting SW37 footprint position: (104775000, 85725000)
[board_modifier.py:85]: Setting SW38 footprint position: (123825000, 85725000)
[board_modifier.py:85]: Setting SW39 footprint position: (142875000, 85725000)
[board_modifier.py:85]: Setting SW40 footprint position: (161925000, 85725000)
[board_modifier.py:85]: Setting SW41 footprint position: (180975000, 85725000)
[board_modifier.py:85]: Setting SW42 footprint position: (200025000, 85725000)
[board_modifier.py:85]: Setting SW43 footprint position: (219075000, 85725000)
[board_modifier.py:85]: Setting SW44 footprint position: (238125000, 85725000)
[board_modifier.py:85]: Setting SW45 footprint position: (257175000, 85725000)
[board_modifier.py:85]: Setting SW46 footprint position: (276225000, 85725000)
[board_modifier.py:85]: Setting SW47 footprint position: (300037500, 85725000)
[board_modifier.py:85]: Setting SW48 footprint position: (328612500, 85725000)
[board_modifier.py:85]: Setting SW49 footprint position: (347662500, 85725000)
[board_modifier.py:85]: Setting SW50 footprint position: (366712500, 85725000)
[board_modifier.py:85]: Setting SW51 footprint position: (45243750, 104775000)
[board_modifier.py:85]: Setting SW52 footprint position: (71437500, 104775000)
[board_modifier.py:85]: Setting SW53 footprint position: (90487500, 104775000)
[board_modifier.py:85]: Setting SW54 footprint position: (109537500, 104775000)
[board_modifier.py:85]: Setting SW55 footprint position: (128587500, 104775000)
[board_modifier.py:85]: Setting SW56 footprint position: (147637500, 104775000)
[board_modifier.py:85]: Setting SW57 footprint position: (166687500, 104775000)
[board_modifier.py:85]: Setting SW58 footprint position: (185737500, 104775000)
[board_modifier.py:85]: Setting SW59 footprint position: (204787500, 104775000)
[board_modifier.py:85]: Setting SW60 footprint position: (223837500, 104775000)
[board_modifier.py:85]: Setting SW61 footprint position: (242887500, 104775000)
[board_modifier.py:85]: Setting SW62 footprint position: (261937500, 104775000)
[board_modifier.py:85]: Setting SW63 footprint position: (292893750, 104775000)
[board_modifier.py:85]: Setting SW64 footprint position: (50006250, 123825000)
[board_modifier.py:85]: Setting SW65 footprint position: (80962500, 123825000)
[board_modifier.py:85]: Setting SW66 footprint position: (100012500, 123825000)
[board_modifier.py:85]: Setting SW67 footprint position: (119062500, 123825000)
[board_modifier.py:85]: Setting SW68 footprint position: (138112500, 123825000)
[board_modifier.py:85]: Setting SW69 footprint position: (157162500, 123825000)
[board_modifier.py:85]: Setting SW70 footprint position: (176212500, 123825000)
[board_modifier.py:85]: Setting SW71 footprint position: (195262500, 123825000)
[board_modifier.py:85]: Setting SW72 footprint position: (214312500, 123825000)
[board_modifier.py:85]: Setting SW73 footprint position: (233362500, 123825000)
[board_modifier.py:85]: Setting SW74 footprint position: (252412500, 123825000)
[board_modifier.py:85]: Setting SW75 footprint position: (288131250, 123825000)
[board_modifier.py:85]: Setting SW76 footprint position: (347662500, 123825000)
[board_modifier.py:85]: Setting SW77 footprint position: (40481250, 142875000)
[board_modifier.py:85]: Setting SW78 footprint position: (64293750, 142875000)
[board_modifier.py:85]: Setting SW79 footprint position: (88106250, 142875000)
[board_modifier.py:85]: Setting SW80 footprint position: (159543750, 142875000)
[board_modifier.py:85]: Setting SW81 footprint position: (230981250, 142875000)
[board_modifier.py:85]: Setting SW82 footprint position: (254793750, 142875000)
[board_modifier.py:85]: Setting SW83 footprint position: (278606250, 142875000)
[board_modifier.py:85]: Setting SW84 footprint position: (302418750, 142875000)
[board_modifier.py:85]: Setting SW85 footprint position: (328612500, 142875000)
[board_modifier.py:85]: Setting SW86 footprint position: (347662500, 142875000)
[board_modifier.py:85]: Setting SW87 footprint position: (366712500, 142875000)
[key_placer.py:999]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.DEFAULT: 'Default'>, position=ElementPosition(x=5.08, y=3.03, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:98]: Getting SW1 footprint position: (38100000, 38100000)
[board_modifier.py:85]: Setting D1 footprint position: (43180000, 41130000)
[board_modifier.py:98]: Getting SW2 footprint position: (76200000, 38100000)
[board_modifier.py:85]: Setting D2 footprint position: (81280000, 41130000)
[board_modifier.py:98]: Getting SW3 footprint position: (95250000, 38100000)
[board_modifier.py:85]: Setting D3 footprint position: (100330000, 41130000)
[board_modifier.py:98]: Getting SW4 footprint position: (114300000, 38100000)
[board_modifier.py:85]: Setting D4 footprint position: (119380000, 41130000)
[board_modifier.py:98]: Getting SW5 footprint position: (133350000, 38100000)
[board_modifier.py:85]: Setting D5 footprint position: (138430000, 41130000)
[board_modifier.py:98]: Getting SW6 footprint position: (161925000, 38100000)
[board_modifier.py:85]: Setting D6 footprint position: (167005000, 41130000)
[board_modifier.py:98]: Getting SW7 footprint position: (180975000, 38100000)
[board_modifier.py:85]: Setting D7 footprint position: (186055000, 41130000)
[board_modifier.py:98]: Getting SW8 footprint position: (200025000, 38100000)
[board_modifier.py:85]: Setting D8 footprint position: (205105000, 41130000)
[board_modifier.py:98]: Getting SW9 footprint position: (219075000, 38100000)
[board_modifier.py:85]: Setting D9 footprint position: (224155000, 41130000)
[board_modifier.py:98]: Getting SW10 footprint position: (247650000, 38100000)
[board_modifier.py:85]: Setting D10 footprint position: (252730000, 41130000)
[board_modifier.py:98]: Getting SW11 footprint position: (266700000, 38100000)
[board_modifier.py:85]: Setting D11 footprint position: (271780000, 41130000)
[board_modifier.py:98]: Getting SW12 footprint position: (285750000, 38100000)
[board_modifier.py:85]: Setting D12 footprint position: (290830000, 41130000)
[board_modifier.py:98]: Getting SW13 footprint position: (304800000, 38100000)
[board_modifier.py:85]: Setting D13 footprint position: (309880000, 41130000)
[board_modifier.py:98]: Getting SW14 footprint position: (328612500, 38100000)
[board_modifier.py:85]: Setting D14 footprint position: (333692500, 41130000)
[board_modifier.py:98]: Getting SW15 footprint position: (347662500, 38100000)
[board_modifier.py:85]: Setting D15 footprint position: (352742500, 41130000)
[board_modifier.py:98]: Getting SW16 footprint position: (366712500, 38100000)
[board_modifier.py:85]: Setting D16 footprint position: (371792500, 41130000)
[board_modifier.py:98]: Getting SW17 footprint position: (38100000, 66675000)
[board_modifier.py:85]: Setting D17 footprint position: (43180000, 69705000)
[board_modifier.py:98]: Getting SW18 footprint position: (57150000, 66675000)
[board_modifier.py:85]: Setting D18 footprint position: (62230000, 69705000)
[board_modifier.py:98]: Getting SW19 footprint position: (76200000, 66675000)
[board_modifier.py:85]: Setting D19 footprint position: (81280000, 69705000)
[board_modifier.py:98]: Getting SW20 footprint position: (95250000, 66675000)
